          country          |          date          | daily_vaccinations |                 vaccines
---------------------------+------------------------+--------------------+------------------------------------------
 Argentina                 | 2020-12-29 00:00:00+03 |              11704 | Sputnik V
 Argentina                 | 2020-12-30 00:00:00+03 |              15656 | Sputnik V
 Argentina                 | 2020-12-31 00:00:00+03 |              15656 | Sputnik V
 Argentina                 | 2021-01-01 00:00:00+03 |              11070 | SputnikV
 Argentina                 | 2021-01-02 00:00:00+03 |               8776 | SputnikV
 Argentina                 | 2021-01-03 00:00:00+03 |               7400 | SputnikV
 Argentina                 | 2021-01-04 00:00:00+03 |               6483 | SputnikV
 Argentina                 | 2021-01-05 00:00:00+03 |               7984 | SputnikV
 Argentina                 | 2021-01-06 00:00:00+03 |               8173 | SputnikV
 Argentina                 | 2021-01-07 00:00:00+03 |               8363 | SputnikV
 Argentina                 | 2021-01-08 00:00:00+03 |              10519 | SputnikV
 Argentina                 | 2021-01-09 00:00:00+03 |              11942 | SputnikV
 Argentina                 | 2021-01-10 00:00:00+03 |              13365 | SputnikV
 Argentina                 | 2021-01-11 00:00:00+03 |              14788 | SputnikV
 Argentina                 | 2021-01-12 00:00:00+03 |              14056 | SputnikV
 Argentina                 | 2021-01-13 00:00:00+03 |              13323 | SputnikV
 Argentina                 | 2021-01-14 00:00:00+03 |              13320 | SputnikV
 Argentina                 | 2021-01-15 00:00:00+03 |              13317 | SputnikV
 Argentina                 | 2021-01-16 00:00:00+03 |              12971 | SputnikV
 Argentina                 | 2021-01-17 00:00:00+03 |              12624 | SputnikV
 Argentina                 | 2021-01-18 00:00:00+03 |              12278 | SputnikV
 Argentina                 | 2021-01-19 00:00:00+03 |              11932 | SputnikV
 Argentina                 | 2021-01-20 00:00:00+03 |              11586 | SputnikV
 Argentina                 | 2021-01-21 00:00:00+03 |              11704 | SputnikV
 Argentina                 | 2021-01-22 00:00:00+03 |              11263 | SputnikV
 Argentina                 | 2021-01-23 00:00:00+03 |              11124 | SputnikV
 Argentina                 | 2021-01-24 00:00:00+03 |              10342 | SputnikV
 Argentina                 | 2021-01-25 00:00:00+03 |               9046 | SputnikV
 Austria                   | 2021-01-05 00:00:00+03 |               7953 | Pfizer/BioNTech
 Austria                   | 2021-01-06 00:00:00+03 |               3368 | Pfizer/BioNTech
 Austria                   | 2021-01-07 00:00:00+03 |               3368 | Pfizer/BioNTech
 Austria                   | 2021-01-08 00:00:00+03 |               7263 | Pfizer/BioNTech
 Austria                   | 2021-01-09 00:00:00+03 |               5791 | Pfizer/BioNTech
 Austria                   | 2021-01-10 00:00:00+03 |               4705 | Pfizer/BioNTech
 Austria                   | 2021-01-11 00:00:00+03 |               5031 | Pfizer/BioNTech
 Austria                   | 2021-01-12 00:00:00+03 |               6366 | Pfizer/BioNTech
 Austria                   | 2021-01-13 00:00:00+03 |               7365 | Pfizer/BioNTech
 Austria                   | 2021-01-14 00:00:00+03 |               8429 | Pfizer/BioNTech
 Austria                   | 2021-01-15 00:00:00+03 |               7747 | Pfizer/BioNTech
 Austria                   | 2021-01-16 00:00:00+03 |               7953 | Pfizer/BioNTech
 Austria                   | 2021-01-17 00:00:00+03 |              10129 | Pfizer/BioNTech
 Austria                   | 2021-01-18 00:00:00+03 |              11852 | Pfizer/BioNTech
 Austria                   | 2021-01-19 00:00:00+03 |              12472 | Pfizer/BioNTech
 Austria                   | 2021-01-20 00:00:00+03 |              12489 | Pfizer/BioNTech
 Austria                   | 2021-01-21 00:00:00+03 |              12552 | Pfizer/BioNTech
 Austria                   | 2021-01-22 00:00:00+03 |              11797 | Pfizer/BioNTech
 Austria                   | 2021-01-23 00:00:00+03 |              11765 | Pfizer/BioNTech
 Austria                   | 2021-01-24 00:00:00+03 |               9622 | Pfizer/BioNTech
 Bahrain                   | 2020-12-23 00:00:00+03 |               3871 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2020-12-24 00:00:00+03 |              11106 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2020-12-25 00:00:00+03 |               5789 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2020-12-26 00:00:00+03 |               4197 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2020-12-27 00:00:00+03 |               3662 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2020-12-28 00:00:00+03 |               3210 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2020-12-29 00:00:00+03 |               2846 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2020-12-30 00:00:00+03 |               2622 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2020-12-31 00:00:00+03 |               1225 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-01 00:00:00+03 |               1258 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-02 00:00:00+03 |               1220 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-03 00:00:00+03 |               1011 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-04 00:00:00+03 |                943 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-05 00:00:00+03 |               1122 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-06 00:00:00+03 |               1594 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-07 00:00:00+03 |               1942 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-08 00:00:00+03 |               2706 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-09 00:00:00+03 |               3437 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-10 00:00:00+03 |               4080 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-11 00:00:00+03 |               4427 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-12 00:00:00+03 |               4840 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-13 00:00:00+03 |               4699 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-14 00:00:00+03 |               5332 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-15 00:00:00+03 |               6361 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-16 00:00:00+03 |               7572 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-17 00:00:00+03 |               7473 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-18 00:00:00+03 |               7176 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-19 00:00:00+03 |               6546 | Pfizer/BioNTech,Sinopharm
 Bahrain                   | 2021-01-20 00:00:00+03 |               6110 | Pfizer/BioNTech,Sinopharm
 Belgium                   | 2020-12-28 00:00:00+03 |               3634 | Pfizer/BioNTech
 Belgium                   | 2020-12-29 00:00:00+03 |                  1 | Pfizer/BioNTech
 Belgium                   | 2020-12-30 00:00:00+03 |                234 | Pfizer/BioNTech
 Belgium                   | 2020-12-31 00:00:00+03 |                159 | Pfizer/BioNTech
 Belgium                   | 2021-01-01 00:00:00+03 |                122 | Pfizer/BioNTech
 Belgium                   | 2021-01-02 00:00:00+03 |                 97 | Pfizer/BioNTech
 Belgium                   | 2021-01-03 00:00:00+03 |                 81 | Pfizer/BioNTech
 Belgium                   | 2021-01-04 00:00:00+03 |                 70 | Pfizer/BioNTech
 Belgium                   | 2021-01-05 00:00:00+03 |                283 | Pfizer/BioNTech
 Belgium                   | 2021-01-06 00:00:00+03 |                736 | Pfizer/BioNTech
 Belgium                   | 2021-01-07 00:00:00+03 |               1855 | Pfizer/BioNTech
 Belgium                   | 2021-01-08 00:00:00+03 |               3134 | Pfizer/BioNTech
 Belgium                   | 2021-01-09 00:00:00+03 |               3578 | Pfizer/BioNTech
 Belgium                   | 2021-01-10 00:00:00+03 |               3634 | Pfizer/BioNTech
 Belgium                   | 2021-01-11 00:00:00+03 |               4398 | Pfizer/BioNTech
 Belgium                   | 2021-01-12 00:00:00+03 |               6284 | Pfizer/BioNTech
 Belgium                   | 2021-01-13 00:00:00+03 |               8558 | Pfizer/BioNTech
 Belgium                   | 2021-01-14 00:00:00+03 |              10320 | Pfizer/BioNTech
 Belgium                   | 2021-01-15 00:00:00+03 |              12023 | Pfizer/BioNTech
 Belgium                   | 2021-01-16 00:00:00+03 |              12246 | Pfizer/BioNTech
 Belgium                   | 2021-01-17 00:00:00+03 |              12582 | Pfizer/BioNTech
 Belgium                   | 2021-01-18 00:00:00+03 |              13135 | Pfizer/BioNTech
 Belgium                   | 2021-01-19 00:00:00+03 |              13001 | Pfizer/BioNTech
 Belgium                   | 2021-01-20 00:00:00+03 |              12222 | Pfizer/BioNTech
 Belgium                   | 2021-01-21 00:00:00+03 |              11112 | Pfizer/BioNTech
 Belgium                   | 2021-01-22 00:00:00+03 |               9632 | Pfizer/BioNTech
 Brazil                    | 2021-01-16 00:00:00+03 |              27304 | Sinovac
 Brazil                    | 2021-01-17 00:00:00+03 |                112 | Sinovac
 Brazil                    | 2021-01-18 00:00:00+03 |                554 | Sinovac
 Brazil                    | 2021-01-19 00:00:00+03 |               3823 | Sinovac
 Brazil                    | 2021-01-20 00:00:00+03 |               7136 | Sinovac
 Brazil                    | 2021-01-21 00:00:00+03 |              27304 | Sinovac
 Brazil                    | 2021-01-22 00:00:00+03 |              40980 | Sinovac
 Brazil                    | 2021-01-23 00:00:00+03 |              76825 | Sinovac
 Brazil                    | 2021-01-24 00:00:00+03 |              86373 | Sinovac
 Brazil                    | 2021-01-25 00:00:00+03 |              99928 | Sinovac
 Bulgaria                  | 2020-12-29 00:00:00+03 |               1013 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2020-12-30 00:00:00+03 |               2889 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2020-12-31 00:00:00+03 |               1477 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-01 00:00:00+03 |               1007 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-02 00:00:00+03 |                799 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-03 00:00:00+03 |                675 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-04 00:00:00+03 |                592 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-05 00:00:00+03 |                533 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-06 00:00:00+03 |                472 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-07 00:00:00+03 |                920 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-08 00:00:00+03 |               1231 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-09 00:00:00+03 |               1222 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-10 00:00:00+03 |               1246 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-11 00:00:00+03 |               1270 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-12 00:00:00+03 |               1476 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-13 00:00:00+03 |               1304 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-14 00:00:00+03 |                938 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-15 00:00:00+03 |                682 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-16 00:00:00+03 |                694 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-17 00:00:00+03 |                662 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-18 00:00:00+03 |                782 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-19 00:00:00+03 |                921 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-20 00:00:00+03 |               1013 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-21 00:00:00+03 |               1081 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-22 00:00:00+03 |               1139 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-23 00:00:00+03 |               1112 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-24 00:00:00+03 |               1099 | Moderna,Pfizer/BioNTech
 Bulgaria                  | 2021-01-25 00:00:00+03 |               1023 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-14 00:00:00+03 |            11577.5 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-15 00:00:00+03 |                866 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-16 00:00:00+03 |               1693 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-17 00:00:00+03 |               2301 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-18 00:00:00+03 |               2580 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-19 00:00:00+03 |               2319 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-20 00:00:00+03 |               2366 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-21 00:00:00+03 |               2938 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-22 00:00:00+03 |               3589 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-23 00:00:00+03 |               4487 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-24 00:00:00+03 |               5457 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-25 00:00:00+03 |               5012 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-26 00:00:00+03 |               5261 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-27 00:00:00+03 |               5398 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-28 00:00:00+03 |               5512 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-29 00:00:00+03 |               6352 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-30 00:00:00+03 |               6342 | Moderna,Pfizer/BioNTech
 Canada                    | 2020-12-31 00:00:00+03 |               7205 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-01 00:00:00+03 |               8378 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-02 00:00:00+03 |               9101 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-03 00:00:00+03 |               9350 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-04 00:00:00+03 |              11044 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-05 00:00:00+03 |              12111 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-06 00:00:00+03 |              14887 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-07 00:00:00+03 |              17662 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-08 00:00:00+03 |              22412 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-09 00:00:00+03 |              26418 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-10 00:00:00+03 |              29046 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-11 00:00:00+03 |              31914 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-12 00:00:00+03 |              33281 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-13 00:00:00+03 |              33646 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-14 00:00:00+03 |              34290 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-15 00:00:00+03 |              35208 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-16 00:00:00+03 |              35134 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-17 00:00:00+03 |              35670 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-18 00:00:00+03 |              36358 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-19 00:00:00+03 |              37521 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-20 00:00:00+03 |              39576 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-21 00:00:00+03 |              39910 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-22 00:00:00+03 |              38417 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-23 00:00:00+03 |              36850 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-24 00:00:00+03 |              35101 | Moderna,Pfizer/BioNTech
 Canada                    | 2021-01-25 00:00:00+03 |              32183 | Moderna,Pfizer/BioNTech
 Chile                     | 2020-12-24 00:00:00+03 |             1328.5 | Pfizer/BioNTech
 Chile                     | 2020-12-25 00:00:00+03 |               4771 | Pfizer/BioNTech
 Chile                     | 2020-12-26 00:00:00+03 |               3958 | Pfizer/BioNTech
 Chile                     | 2020-12-27 00:00:00+03 |               2742 | Pfizer/BioNTech
 Chile                     | 2020-12-28 00:00:00+03 |               2069 | Pfizer/BioNTech
 Chile                     | 2020-12-29 00:00:00+03 |               1665 | Pfizer/BioNTech
 Chile                     | 2020-12-30 00:00:00+03 |               1396 | Pfizer/BioNTech
 Chile                     | 2020-12-31 00:00:00+03 |               1204 | Pfizer/BioNTech
 Chile                     | 2021-01-01 00:00:00+03 |                530 | Pfizer/BioNTech
 Chile                     | 2021-01-02 00:00:00+03 |                 88 | Pfizer/BioNTech
 Chile                     | 2021-01-03 00:00:00+03 |                 51 | Pfizer/BioNTech
 Chile                     | 2021-01-04 00:00:00+03 |                 51 | Pfizer/BioNTech
 Chile                     | 2021-01-05 00:00:00+03 |                250 | Pfizer/BioNTech
 Chile                     | 2021-01-06 00:00:00+03 |                272 | Pfizer/BioNTech
 Chile                     | 2021-01-07 00:00:00+03 |                344 | Pfizer/BioNTech
 Chile                     | 2021-01-08 00:00:00+03 |                417 | Pfizer/BioNTech
 Chile                     | 2021-01-09 00:00:00+03 |                489 | Pfizer/BioNTech
 Chile                     | 2021-01-10 00:00:00+03 |                562 | Pfizer/BioNTech
 Chile                     | 2021-01-11 00:00:00+03 |                635 | Pfizer/BioNTech
 Chile                     | 2021-01-12 00:00:00+03 |                508 | Pfizer/BioNTech
 Chile                     | 2021-01-13 00:00:00+03 |                559 | Pfizer/BioNTech
 Chile                     | 2021-01-14 00:00:00+03 |               1038 | Pfizer/BioNTech
 Chile                     | 2021-01-15 00:00:00+03 |               1437 | Pfizer/BioNTech
 Chile                     | 2021-01-16 00:00:00+03 |               1366 | Pfizer/BioNTech
 Chile                     | 2021-01-17 00:00:00+03 |               1291 | Pfizer/BioNTech
 Chile                     | 2021-01-18 00:00:00+03 |               2699 | Pfizer/BioNTech
 Chile                     | 2021-01-19 00:00:00+03 |               5267 | Pfizer/BioNTech
 Chile                     | 2021-01-20 00:00:00+03 |               5632 | Pfizer/BioNTech
 Chile                     | 2021-01-21 00:00:00+03 |               6328 | Pfizer/BioNTech
 Chile                     | 2021-01-22 00:00:00+03 |               5882 | Pfizer/BioNTech
 Chile                     | 2021-01-23 00:00:00+03 |               6000 | Pfizer/BioNTech
 Chile                     | 2021-01-24 00:00:00+03 |               6020 | Pfizer/BioNTech
 Chile                     | 2021-01-25 00:00:00+03 |               4557 | Pfizer/BioNTech
 China                     | 2020-12-15 00:00:00+03 |           299107.5 | CNBG,Sinovac
 China                     | 2020-12-16 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-17 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-18 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-19 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-20 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-21 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-22 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-23 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-24 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-25 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-26 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-27 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-28 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-29 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-30 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2020-12-31 00:00:00+03 |             187500 | CNBG,Sinovac
 China                     | 2021-01-01 00:00:00+03 |             232143 | CNBG,Sinovac
 China                     | 2021-01-02 00:00:00+03 |             276786 | CNBG,Sinovac
 China                     | 2021-01-03 00:00:00+03 |             321429 | CNBG,Sinovac
 China                     | 2021-01-04 00:00:00+03 |             366071 | CNBG,Sinovac
 China                     | 2021-01-05 00:00:00+03 |             410714 | CNBG,Sinovac
 China                     | 2021-01-06 00:00:00+03 |             455357 | CNBG,Sinovac
 China                     | 2021-01-07 00:00:00+03 |             500000 | CNBG,Sinovac
 China                     | 2021-01-08 00:00:00+03 |             500000 | CNBG,Sinovac
 China                     | 2021-01-09 00:00:00+03 |             500000 | CNBG,Sinovac
 China                     | 2021-01-10 00:00:00+03 |             464286 | CNBG,Sinovac
 China                     | 2021-01-11 00:00:00+03 |             428571 | CNBG,Sinovac
 China                     | 2021-01-12 00:00:00+03 |             392857 | CNBG,Sinovac
 China                     | 2021-01-13 00:00:00+03 |             357143 | CNBG,Sinovac
 China                     | 2021-01-14 00:00:00+03 |             387755 | CNBG,Sinovac
 China                     | 2021-01-15 00:00:00+03 |             418367 | CNBG,Sinovac
 China                     | 2021-01-16 00:00:00+03 |             448980 | CNBG,Sinovac
 China                     | 2021-01-17 00:00:00+03 |             515306 | CNBG,Sinovac
 China                     | 2021-01-18 00:00:00+03 |             581633 | CNBG,Sinovac
 China                     | 2021-01-19 00:00:00+03 |             647959 | CNBG,Sinovac
 China                     | 2021-01-20 00:00:00+03 |             714286 | CNBG,Sinovac
 CostaRica                 | 2020-12-24 00:00:00+03 |                763 | Pfizer/BioNTech
 CostaRica                 | 2020-12-25 00:00:00+03 |                240 | Pfizer/BioNTech
 CostaRica                 | 2020-12-26 00:00:00+03 |                240 | Pfizer/BioNTech
 CostaRica                 | 2020-12-27 00:00:00+03 |                240 | Pfizer/BioNTech
 CostaRica                 | 2020-12-28 00:00:00+03 |                240 | Pfizer/BioNTech
 CostaRica                 | 2020-12-29 00:00:00+03 |                240 | Pfizer/BioNTech
 CostaRica                 | 2020-12-30 00:00:00+03 |                240 | Pfizer/BioNTech
 CostaRica                 | 2020-12-31 00:00:00+03 |                240 | Pfizer/BioNTech
 CostaRica                 | 2021-01-01 00:00:00+03 |                240 | Pfizer/BioNTech
 CostaRica                 | 2021-01-02 00:00:00+03 |                240 | Pfizer/BioNTech
 CostaRica                 | 2021-01-03 00:00:00+03 |                240 | Pfizer/BioNTech
 CostaRica                 | 2021-01-04 00:00:00+03 |                414 | Pfizer/BioNTech
 CostaRica                 | 2021-01-05 00:00:00+03 |                588 | Pfizer/BioNTech
 CostaRica                 | 2021-01-06 00:00:00+03 |                763 | Pfizer/BioNTech
 CostaRica                 | 2021-01-07 00:00:00+03 |                937 | Pfizer/BioNTech
 CostaRica                 | 2021-01-08 00:00:00+03 |               1111 | Pfizer/BioNTech
 CostaRica                 | 2021-01-09 00:00:00+03 |               1385 | Pfizer/BioNTech
 CostaRica                 | 2021-01-10 00:00:00+03 |               1659 | Pfizer/BioNTech
 CostaRica                 | 2021-01-11 00:00:00+03 |               1759 | Pfizer/BioNTech
 CostaRica                 | 2021-01-12 00:00:00+03 |               1859 | Pfizer/BioNTech
 CostaRica                 | 2021-01-13 00:00:00+03 |               1959 | Pfizer/BioNTech
 CostaRica                 | 2021-01-14 00:00:00+03 |               2058 | Pfizer/BioNTech
 CostaRica                 | 2021-01-15 00:00:00+03 |               2158 | Pfizer/BioNTech
 CostaRica                 | 2021-01-16 00:00:00+03 |               2066 | Pfizer/BioNTech
 CostaRica                 | 2021-01-17 00:00:00+03 |               1973 | Pfizer/BioNTech
 CostaRica                 | 2021-01-18 00:00:00+03 |               1880 | Pfizer/BioNTech
 Croatia                   | 2020-12-30 00:00:00+03 |             2497.5 | Pfizer/BioNTech
 Croatia                   | 2020-12-31 00:00:00+03 |               1105 | Pfizer/BioNTech
 Croatia                   | 2021-01-01 00:00:00+03 |               1105 | Pfizer/BioNTech
 Croatia                   | 2021-01-02 00:00:00+03 |               1105 | Pfizer/BioNTech
 Croatia                   | 2021-01-03 00:00:00+03 |               1105 | Pfizer/BioNTech
 Croatia                   | 2021-01-04 00:00:00+03 |               1036 | Pfizer/BioNTech
 Croatia                   | 2021-01-05 00:00:00+03 |                989 | Pfizer/BioNTech
 Croatia                   | 2021-01-06 00:00:00+03 |               1334 | Pfizer/BioNTech
 Croatia                   | 2021-01-07 00:00:00+03 |               1662 | Pfizer/BioNTech
 Croatia                   | 2021-01-08 00:00:00+03 |               2130 | Pfizer/BioNTech
 Croatia                   | 2021-01-09 00:00:00+03 |               2689 | Pfizer/BioNTech
 Croatia                   | 2021-01-10 00:00:00+03 |               2693 | Pfizer/BioNTech
 Croatia                   | 2021-01-11 00:00:00+03 |               2748 | Pfizer/BioNTech
 Croatia                   | 2021-01-12 00:00:00+03 |               2802 | Pfizer/BioNTech
 Croatia                   | 2021-01-13 00:00:00+03 |               2479 | Pfizer/BioNTech
 Croatia                   | 2021-01-14 00:00:00+03 |               2485 | Pfizer/BioNTech
 Croatia                   | 2021-01-15 00:00:00+03 |               2364 | Pfizer/BioNTech
 Croatia                   | 2021-01-16 00:00:00+03 |               2272 | Pfizer/BioNTech
 Croatia                   | 2021-01-17 00:00:00+03 |               2510 | Pfizer/BioNTech
 Croatia                   | 2021-01-18 00:00:00+03 |               2747 | Pfizer/BioNTech
 Croatia                   | 2021-01-19 00:00:00+03 |               2984 | Pfizer/BioNTech
 Croatia                   | 2021-01-20 00:00:00+03 |               3329 | Pfizer/BioNTech
 Croatia                   | 2021-01-21 00:00:00+03 |               3343 | Pfizer/BioNTech
 Croatia                   | 2021-01-22 00:00:00+03 |               3346 | Pfizer/BioNTech
 Croatia                   | 2021-01-23 00:00:00+03 |               2960 | Pfizer/BioNTech
 Croatia                   | 2021-01-24 00:00:00+03 |               2800 | Pfizer/BioNTech
 Croatia                   | 2021-01-25 00:00:00+03 |               2640 | Pfizer/BioNTech
 Cyprus                    | 2021-01-06 00:00:00+03 |              729.5 | Pfizer/BioNTech
 Cyprus                    | 2021-01-07 00:00:00+03 |                534 | Pfizer/BioNTech
 Cyprus                    | 2021-01-08 00:00:00+03 |                534 | Pfizer/BioNTech
 Cyprus                    | 2021-01-09 00:00:00+03 |                534 | Pfizer/BioNTech
 Cyprus                    | 2021-01-10 00:00:00+03 |                534 | Pfizer/BioNTech
 Cyprus                    | 2021-01-11 00:00:00+03 |                594 | Pfizer/BioNTech
 Cyprus                    | 2021-01-12 00:00:00+03 |                635 | Pfizer/BioNTech
 Cyprus                    | 2021-01-13 00:00:00+03 |                664 | Pfizer/BioNTech
 Cyprus                    | 2021-01-14 00:00:00+03 |                708 | Pfizer/BioNTech
 Cyprus                    | 2021-01-15 00:00:00+03 |                751 | Pfizer/BioNTech
 Cyprus                    | 2021-01-16 00:00:00+03 |                821 | Pfizer/BioNTech
 Cyprus                    | 2021-01-17 00:00:00+03 |                891 | Pfizer/BioNTech
 Cyprus                    | 2021-01-18 00:00:00+03 |                917 | Pfizer/BioNTech
 Cyprus                    | 2021-01-19 00:00:00+03 |                943 | Pfizer/BioNTech
 Cyprus                    | 2021-01-20 00:00:00+03 |                969 | Pfizer/BioNTech
 Cyprus                    | 2021-01-21 00:00:00+03 |                996 | Pfizer/BioNTech
 Cyprus                    | 2021-01-22 00:00:00+03 |               1022 | Pfizer/BioNTech
 Czechia                   | 2020-12-27 00:00:00+03 |               5812 | Moderna,Pfizer/BioNTech
 Czechia                   | 2020-12-28 00:00:00+03 |               2229 | Moderna,Pfizer/BioNTech
 Czechia                   | 2020-12-29 00:00:00+03 |               2798 | Moderna,Pfizer/BioNTech
